,from,to,channel,portnum,id,rx_time,rx_snr,rx_rssi,hop_start,latitude_i,longitude_i,time,location_source,altitude_hae,PDOP,ground_speed,ground_track,sats_in_view,precision_bits,want_response,hop_limit,long_name,short_name,macaddr,hw_model,request_id,public_key,role,priority,want_ack,route,snr_towards,is_licensed,battery_level,voltage,channel_utilization,air_util_tx,uptime_seconds,temperature,relative_humidity,barometric_pressure,altitude,error_reason
214,1832749969,474579996,8,NODEINFO_APP,"""!6d3d8b91""",2025-01-20 01:40:16,-5.5,-126.0,,,,,,,,,,,,true,3,"""Hornet""","""8b91""","""\366\023m=\213\221""",T_ECHO,,,,,,,,,,,,,,,,,,
215,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-20 01:40:16,-5.5,-128.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
216,1832749969,474579996,8,NODEINFO_APP,"""!6d3d8b91""",2025-01-20 01:04:00,-7.25,-128.0,,,,,,,,,,,,true,3,"""Hornet""","""8b91""","""\366\023m=\213\221""",T_ECHO,,,,,,,,,,,,,,,,,,
217,1740703535,474579996,8,NODEINFO_APP,"""!67c1072f""",2025-01-20 01:04:00,-8.0,-118.0,4,,,,,,,,,,,true,2,"""Meshtastic 072f""","""072f""","""\314>g\301\007/""",RAK4631,,""" \367;\235\207\242m\235\347C\032\364\304o\251\376M\031\033\221\002\277T\313M\275%\212\2048\266\005""",,,,,,,,,,,,,,,,
218,3806565488,474579996,8,NODEINFO_APP,"""!e2e39470""",2025-01-20 01:04:00,-7.75,-128.0,,,,,,,,,,,,true,,"""Meshtastic 9470""","""9470""","""H\'\342\343\224p""",HELTEC_V3,,,,,,,,,,,,,,,,,,
219,516894233,474579996,8,NODEINFO_APP,"""!1ecf2e19""",2025-01-20 01:04:00,6.25,-24.0,4,,,,,,,,,,,true,4,"""Meshtastic 2e19""","""2e19""","""\376\323\036\317.\031""",RAK4631,,,CLIENT_MUTE,,,,,,,,,,,,,,,
220,862209656,474579996,8,NODEINFO_APP,"""!33644678""",2025-01-20 01:04:00,,,4,,,,,,,,,,,true,4,"""DUBLIN/Logger""","""DLOG""","""d\3503dFx""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
221,3663152688,474579996,8,NODEINFO_APP,"""!da574630""",2025-01-20 01:04:00,3.25,-106.0,3,,,,,,,,,,,true,1,"""STARLORD""","""MOB1""","""4\267\332WF0""",LILYGO_TBEAM_S3_CORE,,,,,,,,,,,,,,,,,,
222,861766760,474579996,8,NODEINFO_APP,"""!335d8468""",2025-01-20 00:23:28,-4.5,-126.0,3,,,,,,,,,,,true,1,"""Gray 256""","""Gray""","""d\3503]\204h""",HELTEC_V3,,,,,,,,,,,,,,,,,,
223,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-20 00:21:20,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
224,3340170795,474579996,8,NODEINFO_APP,"""!c716f62b""",2025-01-20 00:21:20,-9.25,-98.0,5,,,,,,,,,,,true,4,"""MeshNet - MN02""","""MN02""","""\330\005\307\026\366+""",RAK4631,,"""K\204@\361k\202\333\317\236\323y\r\307\231+\354\341\240/\356\350\010a=\224r\215\212\010\351m\025""",,,,,,,,,,,,,,,,
225,1832749969,474579996,8,NODEINFO_APP,"""!6d3d8b91""",2025-01-20 00:21:20,-5.0,-127.0,,,,,,,,,,,,true,3,"""Hornet""","""8b91""","""\366\023m=\213\221""",T_ECHO,,,,,,,,,,,,,,,,,,
226,944382635,474579996,8,NODEINFO_APP,"""!384a22ab""",2025-01-20 00:21:20,-7.0,-117.0,3,,,,,,,,,,,true,3,"""Tekify Fiber & Wireless""","""TEK""","""\367\372v\375\276\354""",RAK4631,,,ROUTER,,,,,,,,,,,,,,,
227,3723673045,474579996,8,NODEINFO_APP,"""!ddf2bdd5""",2025-01-20 00:21:20,,,3,,,,,,,,,,,true,3,"""Glen Arbor AC3T""","""AC3T""","""\330:\335\362\275\325""",PORTDUINO,,"""\001\0215\371\270^X?\242r\000\0320d\323e\317\016{\302\\\0318\307Uw\234 !8\301\001""",,BACKGROUND,,,,,,,,,,,,,,
228,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-20 00:21:20,-13.0,-129.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
229,3663120160,474579996,8,NODEINFO_APP,"""!da56c720""",2025-01-19 23:19:28,-9.5,-79.0,3,,,,,,,,,,,true,3,"""Cupertino Hogwarts""","""CH""","""4\267\332V\307 """,HELTEC_V3,,"""\\dX\343DP\005RO1\242\321\203\350\353\370p\312\236\002gJ\243W\307\243\031\0371>\335g""",,,,,,,,,,,,,,,,
230,1787870431,474579996,8,NODEINFO_APP,"""!6a90bcdf""",2025-01-20 00:21:20,6.0,-63.0,3,,,,,,,,,,,true,3,"""AC3T RAK""","""AC32""","""\367Fj\220\274\337""",RAK4631,,"""\242[\322D\330\331\331J\""\225\232\247\206\021\245\006\2640\215\303\323\256\263\035T\256D\264\3074\030B""",,,,,,,,,,,,,,,,
231,474579996,994481224,8,TRACEROUTE_APP,1093113967,2025-01-20 00:19:12,-1.0,-107.0,7,,,,,,,,,,,,7,,,,,691629811,,,,true,994490752,-11,,,,,,,,,,,
232,994481224,474579996,8,TRACEROUTE_APP,691629811,2025-01-20 00:19:12,-19.0,-112.0,7,,,,,,,,,,,true,5,,,,,,,,,true,357699125,,,,,,,,,,,,
233,3774290792,474579996,8,NODEINFO_APP,"""!e0f71b68""",2025-01-20 00:19:12,6.25,-36.0,4,,,,,,,,,,,true,4,"""echo five""","""ech5""","""\010\371\340\367\033h""",TBEAM,,,,,,,,,,,,,,,,,,
234,3806665668,474579996,8,NODEINFO_APP,"""!e2e51bc4""",2025-01-20 00:19:12,-12.0,-129.0,,,,,,,,,,,,true,2,"""Meshtastic 1bc4""","""1bc4""","""H\'\342\345\033\304""",HELTEC_WSL_V3,,"""2c4ky\016C\343\3155\363\223]\321l0\352\300\244$W|\363c\257\306 \020\032\3655M""",,,,,,,,,,,,,,,,
235,1832749969,474579996,8,NODEINFO_APP,"""!6d3d8b91""",2025-01-20 00:17:04,-11.0,-132.0,,,,,,,,,,,,true,2,"""Hornet""","""8b91""","""\366\023m=\213\221""",T_ECHO,,,,,,,,,,,,,,,,,,
236,4198729752,474579996,8,NODEINFO_APP,"""!fa438818""",2025-01-20 00:17:04,-10.0,-134.0,,,,,,,,,,,,true,3,"""DAbelson""","""Abee""","""\364\022\372C\210\030""",HELTEC_V3,,,,,,,,,,,,,,,,,,
237,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-20 00:17:04,-10.0,-133.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
238,3771738008,474579996,8,NODEINFO_APP,"""!e0d02798""",2025-01-19 23:17:20,-13.25,-83.0,5,,,,,,,,,,,true,,"""Wes ""","""Wes""","""\010\371\340\320\'\230""",TBEAM,,,CLIENT_MUTE,,,,,,,,,,,,,,,
239,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-20 00:17:04,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
240,474574632,474579996,8,NODEINFO_APP,"""!1c496f28""",2025-01-20 00:17:04,3.0,-106.0,3,,,,,,,,,,,true,,"""TBB4f28""","""TBB4""","""\020\006\034Io(""",TBEAM,,,,,,,,,,,,,,,,,,
241,3663956432,474579996,8,NODEINFO_APP,"""!da6389d0""",2025-01-20 00:14:56,,,7,,,,,,,,,,,true,7,"""KJ6DLF-3""","""DLF3""","""4\267\332c\211\320""",HELTEC_V3,,,,BACKGROUND,,,,,,,,,,,,,,
242,3509212484,474579996,8,NODEINFO_APP,"""!d12a5544""",2025-01-20 00:14:56,-7.25,-117.0,3,,,,,,,,,,,true,1,"""LAH Router 5544 1/17""","""LR51""","""\370\217\321*UD""",RAK4631,,,,,,,,,,,,,,,,,,
243,581710148,474579996,8,NODEINFO_APP,"""!22ac3144""",2025-01-20 00:10:40,6.5,-43.0,5,,,,,,,,,,,true,2,"""MeshNet - MN14""","""MN14""","""\307|\""\2541D""",RAK4631,,""",\225*\273\365\202\351\275\031\321:\326\024\320\356K/\014/RHtk2\212\303\341\035$\232\373%""",,,,,,,,,,,,,,,,
244,920055649,474579996,8,NODEINFO_APP,"""!36d6ef61""",2025-01-20 00:10:40,-6.75,-92.0,4,,,,,,,,,,,true,1,"""AD6DM Router | Elk Grove South""","""EGSR""","""\310F6\326\357a""",RAK4631,,"""\020R\246\235\033\316\351\376\\9\""\364\252vk\3308\261\272\331Y\277\330\333\334Mv\300\273\335\367Y""",,,,,,,,,,,,,,,,
245,474574692,474579996,8,NODEINFO_APP,"""!1c496f64""",2025-01-20 00:08:32,2.75,-105.0,3,,,,,,,,,,,true,1,"""CCCKM 6f64""","""CCKM""","""\020\006\034Iod""",TBEAM,,,ROUTER_CLIENT,,,,,,,,,,,,,,,
246,439961536,474579996,8,NODEINFO_APP,"""!1a3947c0""",2025-01-20 00:08:32,6.75,-43.0,3,,,,,,,,,,,true,1,"""davs2rt 47c0""","""dav1""","""\315f\0329G\300""",T_ECHO,,,,,,,,,,,,,,,,,,
247,474572516,474579996,8,NODEINFO_APP,"""!1c4966e4""",2025-01-20 00:08:32,6.25,-44.0,5,,,,,,,,,,,true,4,"""DocB Roof T-Beam""","""DocR""","""\020\006\034If\344""",TBEAM,,,,,,,,,,,,,,,,,,
248,1787870431,474579996,8,NODEINFO_APP,"""!6a90bcdf""",2025-01-20 00:08:32,6.25,-63.0,3,,,,,,,,,,,true,3,"""AC3T RAK""","""AC32""","""\367Fj\220\274\337""",RAK4631,,"""\242[\322D\330\331\331J\""\225\232\247\206\021\245\006\2640\215\303\323\256\263\035T\256D\264\3074\030B""",,,,,,,,,,,,,,,,
249,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2025-01-20 00:08:32,-7.25,-117.0,7,,,,,,,,,,,true,6,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
250,516894233,474579996,8,NODEINFO_APP,"""!1ecf2e19""",2025-01-20 00:06:24,5.75,-24.0,4,,,,,,,,,,,true,4,"""Meshtastic 2e19""","""2e19""","""\376\323\036\317.\031""",RAK4631,,,CLIENT_MUTE,,,,,,,,,,,,,,,
251,530574480,474579996,8,NODEINFO_APP,"""!1f9fec90""",2025-01-20 00:06:24,-10.75,-133.0,,,,,,,,,,,,true,1,"""Meshtastic ec90""","""ec90""","""\010\266\037\237\354\220""",TBEAM,,,,,,,,,,,,,,,,,,
252,530605200,474579996,8,NODEINFO_APP,"""!1fa06490""",2025-01-20 00:04:16,6.5,-64.0,5,,,,,,,,,,,true,5,"""yagi one""","""yag1""","""\010\266\037\240d\220""",TBEAM,,"""QL~\351\271\035\362\376\353\""u\233\363.\235k8\361\235:\214\31318\331\247\\\023\254\004\221v""",CLIENT_MUTE,,,,,,,,,,,,,,,
253,357699125,474579996,8,NODEINFO_APP,"""!15520e35""",2025-01-20 00:04:16,2.75,-106.0,3,,,,,,,,,,,true,1,"""Diablo Backup Router LF W6CX mdarc.org""","""DBL2""","""\352\361\025R\0165""",RAK4631,,,ROUTER,,,,,,,,,,,,,,,
254,1189817913,474579996,8,NODEINFO_APP,"""!99a34093""",2025-01-20 00:04:16,-7.5,-118.0,7,,,,,,,,,,,true,6,"""Router-01""","""rtr1""","""\356\r\231\243@\223""",RAK4631,,,,,,,,,,,,,,,,,,
255,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-20 00:04:16,6.75,-43.0,3,,,,,,,,,,,true,1,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
256,3723673045,474579996,8,NODEINFO_APP,"""!ddf2bdd5""",2025-01-20 00:04:16,,,3,,,,,,,,,,,true,3,"""Glen Arbor AC3T""","""AC3T""","""\330:\335\362\275\325""",PORTDUINO,,"""\001\0215\371\270^X?\242r\000\0320d\323e\317\016{\302\\\0318\307Uw\234 !8\301\001""",,BACKGROUND,,,,,,,,,,,,,,
257,1129932292,474579996,8,NODEINFO_APP,"""!43596604""",2025-01-20 00:04:16,-16.0,-137.0,3,,,,,,,,,,,true,2,"""Meshtastic 6604""","""6604""","""H\312CYf\004""",HELTEC_V3,,,,,,,,,,,,,,,,,,
258,861942488,474579996,8,NODEINFO_APP,"""!336032d8""",2025-01-20 00:02:08,7.0,-20.0,3,,,,,,,,,,,true,1,"""Meshy_big""","""Mshy""","""d\3503`2\330""",LILYGO_TBEAM_S3_CORE,,,,,,,,,,,,,,,,,,
259,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-20 00:02:08,5.75,-44.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
260,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2025-01-20 00:02:08,-7.5,-118.0,7,,,,,,,,,,,true,5,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
261,1128202468,474579996,8,NODEINFO_APP,"""!433f00e4""",2025-01-20 00:00:00,-6.5,-92.0,5,,,,,,,,,,,true,2,"""Meshtastic 00e4""","""00e4""","""H\312C?\000\344""",HELTEC_V3,,,,,,,,,,,,,,,,,,
262,862209656,474579996,8,NODEINFO_APP,"""!33644678""",2025-01-20 00:00:00,,,4,,,,,,,,,,,true,4,"""DUBLIN/Logger""","""DLOG""","""d\3503dFx""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
263,1474208883,474579996,8,NODEINFO_APP,"""!57dea473""",2025-01-20 00:00:00,3.25,-104.0,3,,,,,,,,,,,true,2,"""Meshtastic a473""","""a473""","""\324\030W\336\244s""",RAK4631,,"""\347\246\271\215X]b\370\364\r3\356\250j\245\374p\006\344Z\262\362\210\245\255\261\034\334\230\277\233`""",,,,,,,,,,,,,,,,
264,20526527,474579996,8,NODEINFO_APP,"""!013935bf""",2025-01-19 23:57:52,-6.5,-117.0,7,,,,,,,,,,,true,5,"""ADSB-01""","""ads1""","""\344_\00195\277""",PORTDUINO,,,CLIENT_HIDDEN,,,,,,,,,,,,,,,
265,994481224,474579996,8,TRACEROUTE_APP,841500018,2025-01-19 23:55:44,1.0,-105.0,7,,,,,,,,,,,true,2,,,,,,,,,true,862521276,,,,,,,,,,,,
266,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:56:00,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
267,3340170795,474579996,8,NODEINFO_APP,"""!c716f62b""",2025-01-19 23:55:44,-10.5,-98.0,5,,,,,,,,,,,true,4,"""MeshNet - MN02""","""MN02""","""\330\005\307\026\366+""",RAK4631,,"""K\204@\361k\202\333\317\236\323y\r\307\231+\354\341\240/\356\350\010a=\224r\215\212\010\351m\025""",,,,,,,,,,,,,,,,
268,3723673045,474579996,8,NODEINFO_APP,"""!ddf2bdd5""",2025-01-19 23:53:36,,,3,,,,,,,,,,,true,3,"""Glen Arbor AC3T""","""AC3T""","""\330:\335\362\275\325""",PORTDUINO,,"""\001\0215\371\270^X?\242r\000\0320d\323e\317\016{\302\\\0318\307Uw\234 !8\301\001""",,BACKGROUND,,,,,,,,,,,,,,
269,3806565488,474579996,8,NODEINFO_APP,"""!e2e39470""",2025-01-19 23:51:28,-10.0,-133.0,,,,,,,,,,,,true,1,"""Meshtastic 9470""","""9470""","""H\'\342\343\224p""",HELTEC_V3,,,,,,,,,,,,,,,,,,
270,3774323384,474579996,8,NODEINFO_APP,"""!e0f79ab8""",2025-01-19 23:51:28,-7.25,-118.0,3,,,,,,,,,,,true,2,"""North Fremont - Lakes&Birds Neigh""","""NFMT""","""\010\371\340\367\232\270""",TBEAM,,,,,,,,,,,,,,,,,,
271,1862407146,474579996,,NODEINFO_APP,"""!6f0213ea""",2025-01-19 23:51:28,5.75,-12.0,4,,,,,,,,,,,true,4,"""BigRAK""","""Burr""","""\311\002o\002\023\352""",RAK4631,,,,,,,,,,,,,,,,,,
272,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:49:36,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
273,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-19 23:49:20,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
274,4198729752,474579996,8,NODEINFO_APP,"""!fa438818""",2025-01-19 23:47:12,-10.5,-134.0,,,,,,,,,,,,true,3,"""DAbelson""","""Abee""","""\364\022\372C\210\030""",HELTEC_V3,,,,,,,,,,,,,,,,,,
275,994481224,474579996,8,TRACEROUTE_APP,821440240,2025-01-19 23:47:12,1.75,-106.0,7,,,,,,,,,,,true,5,,,,,,,,,true,862521276,,,,,,,,,,,,
276,2086350028,474579996,8,NODEINFO_APP,"""!7c5b2ccc""",2025-01-19 23:47:12,-6.0,-124.0,3,,,,,,,,,,,true,2,"""Taiwania 2ccc""","""twUS""","""$X|[,\314""",HELTEC_V3,,,,,,,,,,,,,,,,,,
277,2733355816,474579996,8,NODEINFO_APP,"""!a2ebb328""",2025-01-19 23:47:12,11.75,-70.0,3,,,,,,,,,,,true,3,"""Burnulance""","""Blce""","""\314\215\242\353\263(""",STATION_G2,,,,,,,,,,,,,,,,,,
278,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 23:47:12,6.25,-42.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
279,4204304256,474579996,,NODEINFO_APP,"""!fa989780""",2024-10-12 13:43:28,,,3,,,,,,,,,,,true,3,"""Packet Eater 9780""","""NOM""","""\364\022\372\230\227\200""",TLORA_T3_S3,,,,BACKGROUND,,,,,,,,,,,,,,
280,2053924708,474579996,8,NODEINFO_APP,"""!7a6c6764""",2025-01-19 23:45:04,,,5,,,,,,,,,,,true,5,"""Three Emus""","""3emu""","""4\230zlgd""",TBEAM,,"""\240\324\332\256\2106\205X8U\034\232}\355b\270`\035\332\233\332S`\347;\207`\205Q\2625E""",,BACKGROUND,,,,,,,,,,,,,,
281,994490708,474579996,8,NODEINFO_APP,"""!3b46b954""",2025-01-19 23:42:56,-18.25,-140.0,3,,,,,,,,,,,true,,"""CHIPPY""","""CHIP""","""\354\332;F\271T""",STATION_G2,,,,,,,,,,,,,,,,,,
282,1432829806,474579996,8,NODEINFO_APP,"""!55673f6e""",2025-01-19 23:40:48,-4.75,-127.0,,,,,,,,,,,,true,1,"""Meshtastic 3f6e""","""3f6e""","""\320\314Ug?n""",T_ECHO,,,,,,,,,,,,,,,,,,
283,2053924708,474579996,8,NODEINFO_APP,"""!7a6c6764""",2025-01-19 23:40:48,,,5,,,,,,,,,,,true,5,"""Three Emus""","""3emu""","""4\230zlgd""",TBEAM,,"""\240\324\332\256\2106\205X8U\034\232}\355b\270`\035\332\233\332S`\347;\207`\205Q\2625E""",,BACKGROUND,,,,,,,,,,,,,,
284,3340170795,474579996,8,NODEINFO_APP,"""!c716f62b""",2025-01-19 23:40:48,-9.75,-97.0,5,,,,,,,,,,,true,4,"""MeshNet - MN02""","""MN02""","""\330\005\307\026\366+""",RAK4631,,"""K\204@\361k\202\333\317\236\323y\r\307\231+\354\341\240/\356\350\010a=\224r\215\212\010\351m\025""",,,,,,,,,,,,,,,,
285,1127981132,474579996,8,NODEINFO_APP,"""!433ba04c""",2025-01-19 23:40:48,1.5,-105.0,7,,,,,,,,,,,true,1,"""MatchHome""","""MH1""","""H\312C;\240L""",HELTEC_V3,,,,,,,,,,,,,,,,,,
286,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 23:40:48,-7.75,-118.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
287,2196014924,474579996,8,NODEINFO_APP,"""!82e4874c""",2025-01-19 23:40:48,-7.75,-117.0,4,,,,,,,,,,,true,2,"""DocB T-Echo""","""DocB""","""\333\251\202\344\207L""",T_ECHO,,,CLIENT_MUTE,,,,,,,,,,,,,,,
288,2733355816,474579996,8,NODEINFO_APP,"""!a2ebb328""",2025-01-19 23:40:48,12.0,-89.0,3,,,,,,,,,,,true,2,"""Burnulance""","""Blce""","""\314\215\242\353\263(""",STATION_G2,,,,,,,,,,,,,,,,,,
289,1129907768,474579996,8,NODEINFO_APP,"""!43590638""",2025-01-19 23:40:48,,,5,,,,,,,,,,,true,5,"""OVW0""","""OVW0""","""H\312CY\0068""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
290,1136048448,474579996,8,NODEINFO_APP,"""!43b6b940""",2025-01-19 22:38:56,-15.0,-86.0,3,,,,,,,,,,,true,,"""Meshtastic b940""","""b940""","""H\312C\266\271@""",HELTEC_V3,,"""\013m\307y}\356\3339\337\273\n\312\272\276\r\355s\2677|\330z\334\345\tvj5h$\344\014""",,,,,,,,,,,,,,,,
291,3567956342,474579996,8,NODEINFO_APP,"""!d4aab176""",2025-01-19 23:34:24,1.0,-107.0,7,,,,,,,,,,,true,5,"""Folsom TEcho""","""FSM1""","""\376\256\324\252\261v""",T_ECHO,,,,,,,,,,,,,,,,,,
292,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:34:40,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
293,862631953,474579996,8,NODEINFO_APP,"""!336ab811""",2025-01-19 23:34:24,,,3,,,,,,,,,,,true,3,"""Big Blue ben@N6BRL.com""","""BnBl""","""\304O3j\270\021""",TBEAM,,"""\345\036\024\347\326\n\364\353\335\247\""\222\255h\320\316w\276\031\243\007\357\355\264h4O\256\323\202g\005""",CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
294,3175512464,474579996,8,NODEINFO_APP,"""!bd467990""",2025-01-19 23:32:16,-5.75,-129.0,,,,,,,,,,,,true,2,"""Tower""","""Towe""","""|\236\275Fy\220""",HELTEC_V2_1,,,,,,,,,,,,,,,,,,
295,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:32:16,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
296,1189817913,474579996,8,NODEINFO_APP,"""!99a34093""",2025-01-19 23:32:16,-7.75,-117.0,7,,,,,,,,,,,true,6,"""Router-01""","""rtr1""","""\356\r\231\243@\223""",RAK4631,,,,,,,,,,,,,,,,,,
297,3662951496,474579996,8,NODEINFO_APP,"""!da543448""",2025-01-19 23:32:16,-7.5,-118.0,3,,,,,,,,,,,true,1,"""Home""","""FAA1""","""4\267\332T4H""",HELTEC_V3,,,,,,,,,,,,,,,,,,
298,3774323384,474579996,8,NODEINFO_APP,"""!e0f79ab8""",2025-01-19 23:32:16,-7.5,-118.0,3,,,,,,,,,,,true,2,"""North Fremont - Lakes&Birds Neigh""","""NFMT""","""\010\371\340\367\232\270""",TBEAM,,,,,,,,,,,,,,,,,,
299,1127980092,474579996,8,NODEINFO_APP,"""!433b9c3c""",2025-01-19 23:30:08,6.0,-43.0,3,,,,,,,,,,,true,1,"""DocB Heltec ""","""DocP""","""H\312C;\234<""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
300,1474208883,474579996,8,NODEINFO_APP,"""!57dea473""",2025-01-19 23:30:08,1.0,-105.0,3,,,,,,,,,,,true,2,"""Meshtastic a473""","""a473""","""\324\030W\336\244s""",RAK4631,,"""\347\246\271\215X]b\370\364\r3\356\250j\245\374p\006\344Z\262\362\210\245\255\261\034\334\230\277\233`""",,,,,,,,,,,,,,,,
301,862209656,474579996,8,NODEINFO_APP,"""!33644678""",2025-01-19 23:28:00,,,4,,,,,,,,,,,true,4,"""DUBLIN/Logger""","""DLOG""","""d\3503dFx""",HELTEC_V3,,,CLIENT_MUTE,BACKGROUND,,,,,,,,,,,,,,
302,1128068532,474579996,8,NODEINFO_APP,"""!433cf5b4""",2025-01-19 23:28:00,,,3,,,,,,,,,,,true,3,"""AdventureComms""","""ADVC""","""H\312C<\365\264""",HELTEC_V3,,"""\204\017\210q\2277\237\027T\230\270U\317\321\006\321B\222m!\014`G\224G\261\373\313\313@\233b""",,BACKGROUND,,,,,,,,,,,,,,
303,4204304256,474579996,,NODEINFO_APP,"""!fa989780""",2024-10-12 13:24:16,,,3,,,,,,,,,,,true,3,"""Packet Eater 9780""","""NOM""","""\364\022\372\230\227\200""",TLORA_T3_S3,,,,BACKGROUND,,,,,,,,,,,,,,
304,2718629340,474579996,,NODEINFO_APP,"""!a20afddc""",2025-01-19 23:25:52,,,,,,,,,,,,,,true,,"""Packet Cannon""","""🎳""","""\314\215\242\n\375\334""",STATION_G2,,,,BACKGROUND,,,,,,,,,,,,,,
305,1882227270,474579996,8,NODEINFO_APP,"""!70308246""",2025-01-19 23:25:52,6.5,-42.0,5,,,,,,,,,,,true,5,"""OVWH""","""OVWH""","""\361\321p0\202F""",RAK4631,,,,,,,,,,,,,,,,,,
306,1127899024,474579996,8,NODEINFO_APP,"""!433a5f90""",2025-01-19 23:23:44,-7.0,-117.0,6,,,,,,,,,,,true,4,"""DocB Desktop Heltec""","""DocD""","""H\312C:_\220""",HELTEC_V3,,,CLIENT_MUTE,,,,,,,,,,,,,,,
307,994490752,474579996,8,NODEINFO_APP,"""!3b46b980""",2025-01-19 22:24:00,,,1,,,,,,,,,,,true,1,"""KM6PNB""","""b980""","""\354\332;F\271\200""",STATION_G2,,,ROUTER_CLIENT,BACKGROUND,,,,,,,,,,,,,,
308,1474208883,474579996,8,NODEINFO_APP,"""!57dea473""",2025-01-19 23:23:44,0.25,-104.0,3,,,,,,,,,,,true,2,"""Meshtastic a473""","""a473""","""\324\030W\336\244s""",RAK4631,,"""\347\246\271\215X]b\370\364\r3\356\250j\245\374p\006\344Z\262\362\210\245\255\261\034\334\230\277\233`""",,,,,,,,,,,,,,,,
